Postcode,Type,Subtype,Price,Bedrooms,Area,Kitchen,Fireplace,Frontages,Garden,Garden_surface,Terrace,Terrace_Surface,Furnished,Type_of_sale,State_of_building,Swimmingpool,ID IMMOWEB,Cadastral_income,Plot_surface
2430,APARTMENT,APARTMENT,239500.0,1.0,62.0,1,0,3.0,0,,1,14.0,0,BUY_REGULAR,,0,20362529,,
7500,HOUSE,APARTMENT_BLOCK,365000.0,5.0,263.0,0,0,2.0,0,,1,52.0,0,BUY_REGULAR,GOOD,0,20128310,2616.0,
2440,HOUSE,HOUSE,699000.0,5.0,279.0,0,0,4.0,0,,0,,0,BUY_REGULAR,TO_RENOVATE,0,20320472,,6400.0
7063,HOUSE,VILLA,380000.0,4.0,175.0,1,0,4.0,1,490.0,1,15.0,0,BUY_REGULAR,,0,20006619,,1034.0
5001,HOUSE,HOUSE,389000.0,3.0,154.0,1,0,3.0,0,,1,,0,BUY_REGULAR,,0,20038317,,385.0
2100,APARTMENT,APARTMENT,219000.0,3.0,104.0,1,0,4.0,0,,1,,0,BUY_REGULAR,GOOD,0,20362525,,
5001,HOUSE,HOUSE,393000.0,3.0,153.0,1,0,3.0,0,,1,,0,BUY_REGULAR,,0,20038314,,385.0
6880,HOUSE,VILLA,400000.0,3.0,,1,0,4.0,0,,1,,0,PUBLIC_SALE,AS_NEW,1,20234079,1967.0,1093.0
5100,HOUSE,HOUSE,415000.0,3.0,130.0,1,0,4.0,1,900.0,1,40.0,0,BUY_REGULAR,AS_NEW,0,20278008,1366.0,1150.0
6900,HOUSE,HOUSE,450000.0,5.0,286.0,0,0,4.0,0,,0,,0,BUY_REGULAR,,0,20014417,2086.0,1500.0
1476,HOUSE,HOUSE,435000.0,4.0,228.0,0,0,4.0,0,,1,,0,BUY_REGULAR,GOOD,0,20000798,1318.0,835.0
6640,HOUSE,VILLA,400000.0,5.0,,1,0,4.0,0,,0,,0,BUY_REGULAR,GOOD,0,20292098,971.0,1052.0
5001,HOUSE,HOUSE,455000.0,3.0,183.0,1,0,3.0,0,,1,,0,BUY_REGULAR,,0,20038148,,620.0
5001,HOUSE,HOUSE,475000.0,4.0,179.0,1,0,3.0,0,,1,,0,BUY_REGULAR,,0,20038315,,461.0
1300,HOUSE,HOUSE,465000.0,4.0,194.0,1,0,2.0,1,225.0,1,25.0,0,BUY_REGULAR,AS_NEW,0,20155264,1703.0,225.0
6230,HOUSE,VILLA,495000.0,5.0,225.0,1,1,4.0,0,,1,,0,BUY_REGULAR,GOOD,0,20295345,1269.0,850.0
7760,HOUSE,HOUSE,475000.0,3.0,179.0,0,0,,0,,0,,0,BUY_REGULAR,GOOD,0,20051529,890.0,1210.0
6700,HOUSE,HOUSE,495000.0,4.0,230.0,1,0,2.0,1,180.0,1,30.0,0,BUY_REGULAR,GOOD,0,20293524,1041.0,320.0
1300,HOUSE,VILLA,499000.0,4.0,180.0,1,0,4.0,1,600.0,1,20.0,0,BUY_REGULAR,TO_RENOVATE,0,11386527,2927.0,912.0
1330,HOUSE,VILLA,499000.0,4.0,180.0,1,0,4.0,1,600.0,1,20.0,0,BUY_REGULAR,TO_RENOVATE,0,11386532,2927.0,912.0
1332,HOUSE,HOUSE,499000.0,3.0,140.0,1,0,4.0,0,,1,,0,BUY_REGULAR,GOOD,0,20269977,2007.0,502.0
6781,HOUSE,HOUSE,499000.0,3.0,250.0,0,0,,0,,0,,0,BUY_REGULAR,TO_BE_DONE_UP,0,11325751,,
1440,HOUSE,VILLA,585000.0,4.0,235.0,1,1,4.0,1,900.0,1,,0,BUY_REGULAR,GOOD,1,20164827,1761.0,1169.0
6724,HOUSE,HOUSE,549000.0,4.0,220.0,1,0,3.0,1,800.0,0,,0,BUY_REGULAR,GOOD,0,20291111,,800.0
1410,HOUSE,HOUSE,549000.0,4.0,187.0,1,0,3.0,1,276.0,1,,0,BUY_REGULAR,GOOD,0,20266113,1819.0,276.0
3580,HOUSE,VILLA,589000.0,3.0,407.0,1,0,4.0,0,,1,,0,BUY_REGULAR,,0,20251862,5.0,921.0
5170,HOUSE,HOUSE,650000.0,4.0,135.0,1,0,4.0,1,2500.0,1,40.0,0,BUY_REGULAR,AS_NEW,1,20085619,1281.0,3001.0
7866,HOUSE,HOUSE,650000.0,6.0,,1,0,4.0,1,3900.0,0,,0,BUY_REGULAR,GOOD,0,11401163,780.0,4510.0
6781,HOUSE,HOUSE,648000.0,5.0,330.0,0,1,4.0,0,,1,,0,BUY_REGULAR,AS_NEW,0,11436805,1607.0,1000.0
1470,HOUSE,VILLA,699000.0,4.0,300.0,1,1,4.0,1,1200.0,1,35.0,0,BUY_REGULAR,AS_NEW,0,20254510,2533.0,1523.0
6001,HOUSE,VILLA,699000.0,4.0,,1,0,4.0,0,,1,30.0,0,BUY_REGULAR,AS_NEW,1,20211966,2022.0,956.0
2200,HOUSE,VILLA,595000.0,4.0,240.0,1,0,4.0,0,,0,,0,BUY_REGULAR,AS_NEW,0,20362511,1254.0,1030.0
2610,HOUSE,HOUSE,365000.0,2.0,127.0,0,0,2.0,0,,1,9.0,0,BUY_REGULAR,,0,20362517,,
6280,HOUSE,VILLA,385000.0,3.0,,0,0,4.0,0,,1,,0,BUY_REGULAR,JUST_RENOVATED,0,20019872,,
1410,HOUSE,VILLA,745000.0,8.0,276.0,0,0,4.0,0,,1,10.0,0,BUY_REGULAR,TO_RENOVATE,0,20239144,5314.0,747.0
9200,HOUSE,MIXED_USE_BUILDING,499000.0,3.0,421.0,1,0,4.0,0,,1,,0,BUY_REGULAR,GOOD,1,20362518,,1080.0
1190,APARTMENT,GROUND_FLOOR,69000.0,1.0,28.0,0,0,,0,,0,,0,BUY_REGULAR,,0,20362507,,
7700,HOUSE,HOUSE,329000.0,5.0,190.0,1,0,3.0,0,,1,25.0,0,BUY_REGULAR,JUST_RENOVATED,0,20033332,1046.0,148.0
2350,HOUSE,VILLA,495000.0,3.0,203.0,1,0,4.0,0,,1,41.0,0,BUY_REGULAR,AS_NEW,0,20362510,1730.0,1238.0
1495,HOUSE,VILLA,745000.0,4.0,180.0,1,0,4.0,1,5785.0,1,,0,BUY_REGULAR,GOOD,0,20103902,,5785.0
3191,HOUSE,HOUSE,399000.0,4.0,192.0,1,0,4.0,0,,0,,0,BUY_REGULAR,TO_RENOVATE,0,20362502,,1031.0
1190,APARTMENT,APARTMENT,249000.0,2.0,89.0,0,0,,0,,1,,0,BUY_REGULAR,TO_RENOVATE,0,20362500,,
4500,HOUSE,HOUSE,210000.0,2.0,,0,0,4.0,0,,0,,0,BUY_REGULAR,GOOD,0,20362495,,
1840,HOUSE,HOUSE,219000.0,3.0,95.0,0,0,3.0,0,,0,,0,BUY_REGULAR,TO_RENOVATE,0,20362499,,145.0
8000,HOUSE,APARTMENT_BLOCK,1800000.0,,,0,0,2.0,0,,0,,0,BUY_REGULAR,,0,20362496,,
1160,HOUSE,HOUSE,669000.0,2.0,140.0,1,0,2.0,1,100.0,1,20.0,0,BUY_REGULAR,AS_NEW,0,20362475,1150.0,178.0
2400,HOUSE,HOUSE,295000.0,2.0,,0,0,4.0,0,,1,,0,BUY_REGULAR,,0,20362482,897.0,976.0
8400,HOUSE,HOUSE,339000.0,3.0,225.0,1,0,3.0,1,268.0,1,100.0,0,BUY_REGULAR,GOOD,0,20362487,,384.0
2490,HOUSE,HOUSE,279000.0,3.0,,0,0,4.0,0,,1,,0,BUY_REGULAR,,0,20362483,976.0,637.0
2900,HOUSE,VILLA,925000.0,5.0,285.0,0,0,4.0,0,,1,,0,BUY_REGULAR,,0,20362481,3515.0,1760.0
6791,HOUSE,HOUSE,220000.0,3.0,70.0,0,0,3.0,1,200.0,1,20.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20362492,,200.0
1160,APARTMENT,GROUND_FLOOR,380000.0,2.0,80.0,1,0,3.0,0,,1,4.0,0,BUY_REGULAR,AS_NEW,0,20362491,,
1150,APARTMENT,APARTMENT,325000.0,2.0,100.0,1,0,2.0,0,,1,9.0,0,BUY_REGULAR,GOOD,0,20362489,1886.0,
1160,HOUSE,HOUSE,625000.0,3.0,160.0,0,0,3.0,1,150.0,1,10.0,0,BUY_REGULAR,TO_RENOVATE,0,20362474,,300.0
8530,HOUSE,HOUSE,295000.0,3.0,181.0,1,0,3.0,1,280.0,1,20.0,0,BUY_REGULAR,TO_BE_DONE_UP,0,20362468,,421.0
1200,APARTMENT,APARTMENT,490000.0,2.0,120.0,1,0,2.0,0,,1,24.0,0,BUY_REGULAR,TO_RENOVATE,0,20362454,2188.0,
1050,APARTMENT,APARTMENT,750000.0,3.0,212.0,1,0,2.0,0,,1,18.0,0,BUY_REGULAR,AS_NEW,0,20287702,,
9600,HOUSE,HOUSE,139000.0,2.0,139.0,1,0,,0,,0,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20362464,,260.0
1930,APARTMENT,APARTMENT,285000.0,1.0,68.0,1,0,3.0,0,,1,14.0,0,BUY_REGULAR,GOOD,0,20362452,1008.0,
1331,HOUSE,EXCEPTIONAL_PROPERTY,748000.0,9.0,434.0,0,0,4.0,0,,0,,0,BUY_REGULAR,,0,20079262,,5140.0
1760,HOUSE,HOUSE,654000.0,4.0,225.0,1,0,,1,1000.0,1,40.0,0,BUY_REGULAR,GOOD,0,20362467,1254.0,11201.0
4032,HOUSE,HOUSE,300000.0,4.0,126.0,1,1,3.0,1,35.0,1,,0,BUY_REGULAR,AS_NEW,0,20362459,,93.0
1300,HOUSE,EXCEPTIONAL_PROPERTY,875000.0,4.0,270.0,1,0,4.0,1,1994.0,1,50.0,0,BUY_REGULAR,AS_NEW,1,20210112,2330.0,1994.0
1495,HOUSE,VILLA,795000.0,4.0,220.0,1,0,4.0,1,1425.0,1,,0,BUY_REGULAR,AS_NEW,0,20103899,,1525.0
6250,HOUSE,HOUSE,899000.0,4.0,276.0,1,0,4.0,1,4595.0,1,51.0,0,BUY_REGULAR,AS_NEW,0,20246410,2430.0,4751.0
1340,HOUSE,HOUSE,880000.0,4.0,402.0,0,0,4.0,0,,0,,0,BUY_REGULAR,,0,20154062,,2700.0
1380,HOUSE,HOUSE,995000.0,5.0,295.0,1,0,4.0,1,3175.0,1,,0,BUY_REGULAR,GOOD,0,20213147,,3179.0
1410,HOUSE,VILLA,1195000.0,5.0,340.0,1,0,4.0,1,1000.0,1,68.0,0,BUY_REGULAR,AS_NEW,0,20103860,,1375.0
6210,HOUSE,VILLA,1189000.0,4.0,740.0,1,0,4.0,1,7900.0,1,,1,BUY_REGULAR,GOOD,0,20235204,,8900.0
6940,HOUSE,HOUSE,1490000.0,3.0,200.0,1,0,,0,,0,,0,BUY_REGULAR,,0,20250905,,1700.0
1380,HOUSE,VILLA,1095000.0,5.0,324.0,1,0,4.0,1,2900.0,1,,0,BUY_REGULAR,AS_NEW,0,20159632,,3069.0
1410,HOUSE,HOUSE,995000.0,5.0,295.0,1,0,4.0,1,3175.0,1,,0,BUY_REGULAR,GOOD,0,20213157,,3179.0
1380,HOUSE,HOUSE,1150000.0,5.0,275.0,1,0,4.0,1,2646.0,1,,0,BUY_REGULAR,TO_RENOVATE,0,11398895,,2646.0
1330,HOUSE,VILLA,1495000.0,7.0,870.0,1,1,4.0,1,1750.0,1,100.0,0,BUY_REGULAR,AS_NEW,0,20164211,6418.0,2000.0
1380,HOUSE,VILLA,1495000.0,7.0,870.0,1,1,4.0,1,1750.0,1,100.0,0,BUY_REGULAR,AS_NEW,0,20215882,6418.0,2000.0
1300,HOUSE,VILLA,2850000.0,5.0,970.0,1,0,4.0,1,5000.0,1,77.0,0,BUY_REGULAR,AS_NEW,1,20007543,10259.0,7000.0
1380,HOUSE,VILLA,1495000.0,7.0,870.0,1,1,4.0,1,1750.0,1,100.0,0,BUY_REGULAR,AS_NEW,0,20331476,6418.0,2000.0
7181,HOUSE,HOUSE,275000.0,3.0,191.0,1,0,3.0,0,,1,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20328893,451.0,498.0
6180,APARTMENT,APARTMENT,75000.0,3.0,135.0,0,0,,0,,0,,0,PUBLIC_SALE,,0,20300972,927.0,
5300,APARTMENT,APARTMENT,115000.0,1.0,63.0,0,0,2.0,0,,0,,0,BUY_REGULAR,,0,20094410,1.0,
1420,APARTMENT,APARTMENT,435000.0,3.0,137.0,1,0,,0,,1,41.0,0,BUY_REGULAR,AS_NEW,0,20359221,,
1420,APARTMENT,APARTMENT,395000.0,2.0,110.0,1,0,,0,,1,53.0,0,BUY_REGULAR,AS_NEW,0,20359241,,
7140,APARTMENT,GROUND_FLOOR,109000.0,1.0,73.0,1,0,2.0,0,,0,,0,BUY_REGULAR,GOOD,0,20125905,483.0,
6960,APARTMENT,APARTMENT,124000.0,3.0,95.0,0,0,,0,,0,,0,BUY_REGULAR,,0,20067240,438.0,
5300,APARTMENT,APARTMENT,125000.0,2.0,110.0,0,0,2.0,0,,0,,0,BUY_REGULAR,,0,20094383,1.0,
5000,APARTMENT,APARTMENT,135000.0,1.0,37.0,0,0,,0,,0,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20155063,,
5500,APARTMENT,APARTMENT,150000.0,3.0,118.0,1,0,,0,,0,,0,BUY_REGULAR,TO_RENOVATE,0,10313767,,
7900,APARTMENT,APARTMENT,210000.0,2.0,83.0,1,0,,0,,0,,0,BUY_REGULAR,,0,20252057,922.0,
6880,APARTMENT,APARTMENT,245000.0,2.0,115.0,1,0,,0,,1,14.0,0,BUY_REGULAR,,0,20017691,887.0,
5300,APARTMENT,APARTMENT,239000.0,,220.0,0,0,2.0,0,,0,,0,BUY_REGULAR,,0,11206884,736.0,
4710,HOUSE,HOUSE,229000.0,4.0,211.0,0,0,3.0,1,1.0,1,1.0,0,BUY_REGULAR,GOOD,0,20362440,503.0,560.0
3800,APARTMENT,APARTMENT,199000.0,2.0,,0,0,,0,,0,,0,BUY_REGULAR,GOOD,0,11415520,,
1000,HOUSE,MIXED_USE_BUILDING,2900000.0,,600.0,0,0,2.0,0,,0,,0,BUY_REGULAR,AS_NEW,0,20362428,,
9800,APARTMENT,APARTMENT,249000.0,2.0,89.0,1,0,5.0,1,25.0,1,25.0,0,BUY_REGULAR,AS_NEW,0,20362437,954.0,
9940,HOUSE,HOUSE,419000.0,3.0,160.0,0,0,3.0,0,,1,25.0,0,BUY_REGULAR,GOOD,0,20362415,687.0,440.0
1040,APARTMENT,APARTMENT,359000.0,2.0,72.0,1,0,,0,,1,,0,BUY_REGULAR,GOOD,0,20362431,1102.0,
8720,HOUSE,HOUSE,265000.0,4.0,331.0,0,0,4.0,0,,0,,0,BUY_REGULAR,,0,20362410,612.0,886.0
8600,HOUSE,HOUSE,448400.0,3.0,176.0,0,0,,1,8.0,0,,0,BUY_REGULAR,GOOD,0,20362404,,811.0
8501,HOUSE,HOUSE,99000.0,2.0,117.0,0,0,2.0,0,,0,,0,BUY_REGULAR,,0,20362409,280.0,54.0
7110,HOUSE,VILLA,260000.0,3.0,127.0,0,0,4.0,0,,1,,0,BUY_REGULAR,,0,20362403,1067.0,905.0
2650,HOUSE,HOUSE,435000.0,3.0,162.0,1,0,2.0,0,,1,24.0,0,BUY_REGULAR,GOOD,0,20362402,889.0,210.0
2850,HOUSE,HOUSE,375000.0,3.0,177.0,1,0,2.0,1,50.0,0,,0,BUY_REGULAR,,0,20362401,,135.0
8600,HOUSE,HOUSE,445400.0,4.0,178.0,0,0,,0,,0,,0,BUY_REGULAR,GOOD,0,20362398,,811.0
8600,HOUSE,HOUSE,444000.0,3.0,176.0,0,0,,0,,0,,0,BUY_REGULAR,GOOD,0,20362395,,811.0
1800,APARTMENT,APARTMENT,210000.0,2.0,70.0,1,0,,0,,1,12.0,0,BUY_REGULAR,GOOD,0,20362393,785.0,
4845,HOUSE,HOUSE,295000.0,5.0,265.0,0,0,4.0,0,,0,,0,BUY_REGULAR,TO_RESTORE,0,20357716,978.0,775.0
9090,HOUSE,HOUSE,675000.0,4.0,290.0,1,0,2.0,1,1278.0,0,,0,BUY_REGULAR,AS_NEW,0,20362391,994.0,1446.0
1180,APARTMENT,PENTHOUSE,990000.0,3.0,200.0,1,0,3.0,0,,1,25.0,0,BUY_REGULAR,AS_NEW,0,20362389,,
8600,HOUSE,HOUSE,446200.0,3.0,171.0,0,0,,0,,0,,0,BUY_REGULAR,GOOD,0,20362388,,
1070,HOUSE,APARTMENT_BLOCK,760000.0,,,0,0,2.0,0,,0,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20362387,,
1070,HOUSE,MIXED_USE_BUILDING,760000.0,,,0,0,2.0,0,,0,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20362386,,
6020,HOUSE,HOUSE,165000.0,4.0,141.0,1,1,2.0,1,123.0,1,60.0,0,BUY_REGULAR,TO_RENOVATE,0,20362379,475.0,320.0
7012,HOUSE,HOUSE,195000.0,4.0,157.0,1,0,2.0,0,,1,40.0,0,BUY_REGULAR,GOOD,0,20336104,354.0,420.0
4420,HOUSE,HOUSE,199000.0,7.0,245.0,0,0,3.0,0,,0,,0,BUY_REGULAR,TO_RENOVATE,0,20330424,1011.0,
8800,HOUSE,HOUSE,219000.0,2.0,134.0,1,0,3.0,1,100.0,1,18.0,0,BUY_REGULAR,GOOD,0,20362378,376.0,238.0
5000,APARTMENT,APARTMENT,249000.0,3.0,82.0,1,0,2.0,0,,1,4.0,0,BUY_REGULAR,GOOD,0,20249749,783.0,
1400,APARTMENT,GROUND_FLOOR,269000.0,3.0,127.0,1,0,2.0,0,,1,15.0,0,BUY_REGULAR,AS_NEW,0,11074513,1294.0,
1420,APARTMENT,APARTMENT,285000.0,3.0,90.0,0,0,3.0,0,,0,,0,BUY_REGULAR,,0,11383351,1.0,
1325,APARTMENT,APARTMENT,395000.0,4.0,160.0,0,0,2.0,0,,0,,0,BUY_REGULAR,,0,20231635,744.0,
1410,APARTMENT,APARTMENT,420000.0,3.0,125.0,1,0,3.0,0,,1,5.0,0,BUY_REGULAR,GOOD,0,20230266,2114.0,
3800,APARTMENT,APARTMENT,459000.0,2.0,104.0,1,0,,0,,1,13.0,0,BUY_REGULAR,AS_NEW,0,20242762,,
5540,HOUSE,HOUSE,640000.0,5.0,400.0,1,0,4.0,0,,1,,1,BUY_REGULAR,GOOD,0,20316281,907.0,2615.0
5541,HOUSE,HOUSE,640000.0,5.0,400.0,1,0,4.0,0,,1,,1,BUY_REGULAR,GOOD,0,20316002,907.0,2615.0
3730,APARTMENT,APARTMENT,165000.0,3.0,,0,0,,0,,0,,0,BUY_REGULAR,,0,20329139,,
3740,HOUSE,HOUSE,449000.0,3.0,,0,0,,0,,0,,0,BUY_REGULAR,GOOD,0,20304710,784.0,188.0
1410,APARTMENT,PENTHOUSE,499000.0,3.0,130.0,1,0,4.0,0,,1,8.0,0,BUY_REGULAR,AS_NEW,0,20272109,1803.0,
3540,HOUSE,HOUSE,495000.0,3.0,,0,1,4.0,1,1.0,1,1.0,0,BUY_REGULAR,AS_NEW,0,20346899,833.0,5.0
7700,HOUSE,HOUSE,135000.0,2.0,95.0,1,0,3.0,1,60.0,1,,0,BUY_REGULAR,GOOD,0,20308606,431.0,119.0
1300,APARTMENT,APARTMENT,115000.0,1.0,32.0,1,0,4.0,0,,0,,0,BUY_REGULAR,GOOD,0,20338190,,
5100,APARTMENT,APARTMENT,351000.0,2.0,120.0,1,0,,0,,1,34.0,0,BUY_REGULAR,,0,20355739,,
5380,HOUSE,HOUSE,276100.0,4.0,140.0,0,0,4.0,1,200.0,1,20.0,0,BUY_REGULAR,AS_NEW,0,20264901,,696.0
7100,APARTMENT,APARTMENT,163400.0,1.0,66.0,1,0,3.0,0,,1,,0,BUY_REGULAR,AS_NEW,0,20275139,,
7130,APARTMENT,APARTMENT,188000.0,1.0,70.0,1,0,,0,,1,9.0,0,BUY_REGULAR,,0,10545151,,
7100,APARTMENT,APARTMENT,199000.0,2.0,85.0,1,0,3.0,0,,1,,0,BUY_REGULAR,AS_NEW,0,20275138,,
7100,APARTMENT,APARTMENT,235000.0,3.0,125.0,1,0,3.0,0,,1,,0,BUY_REGULAR,AS_NEW,0,20275140,,
7333,APARTMENT,APARTMENT,239000.0,2.0,115.0,0,0,,0,,1,6.0,0,BUY_REGULAR,AS_NEW,0,10566159,,
6600,APARTMENT,APARTMENT,290000.0,2.0,101.0,1,0,3.0,0,,1,21.0,0,BUY_REGULAR,GOOD,0,20100845,1.0,
7130,APARTMENT,APARTMENT,248000.0,2.0,104.0,1,0,,0,,1,45.0,0,BUY_REGULAR,,0,10547624,,
1330,APARTMENT,APARTMENT,513000.0,2.0,134.0,0,0,,1,118.0,1,13.0,0,BUY_REGULAR,AS_NEW,0,10878570,,
1435,APARTMENT,APARTMENT,190000.0,1.0,36.0,0,0,,0,,1,,0,BUY_REGULAR,,0,20308717,,
6530,HOUSE,VILLA,450000.0,4.0,,1,0,4.0,1,2000.0,1,60.0,0,BUY_REGULAR,AS_NEW,0,20359409,,2267.0
8200,HOUSE,HOUSE,725000.0,3.0,,0,0,4.0,0,,0,,0,BUY_REGULAR,GOOD,0,20362365,,2695.0
1150,HOUSE,HOUSE,895000.0,4.0,350.0,1,0,4.0,1,400.0,1,60.0,0,BUY_REGULAR,GOOD,0,20362361,6157.0,712.0
2830,HOUSE,HOUSE,340000.0,4.0,182.0,0,0,3.0,0,,0,,0,BUY_REGULAR,,0,20362370,1.0,80.0
4650,HOUSE,HOUSE,239000.0,3.0,177.0,1,0,2.0,0,,1,9.0,0,BUY_REGULAR,,0,20362352,542.0,166.0
4100,APARTMENT,DUPLEX,99000.0,4.0,94.0,0,0,3.0,0,,0,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20362359,823.0,
2382,HOUSE,HOUSE,249000.0,5.0,,0,0,2.0,0,,1,,0,BUY_REGULAR,TO_RENOVATE,0,20362350,384.0,280.0
2580,HOUSE,HOUSE,475000.0,4.0,223.0,1,0,3.0,1,271.0,1,50.0,0,BUY_REGULAR,GOOD,1,20362354,1137.0,512.0
8301,APARTMENT,DUPLEX,445000.0,3.0,149.0,0,0,,0,,1,,0,BUY_REGULAR,GOOD,0,20362351,,
8500,HOUSE,HOUSE,195000.0,3.0,173.0,0,0,2.0,1,8.0,0,,0,BUY_REGULAR,,0,20362344,,72.0
8890,HOUSE,HOUSE,425000.0,4.0,216.0,0,0,4.0,0,,1,,0,BUY_REGULAR,AS_NEW,0,20362339,862.0,1000.0
8792,HOUSE,HOUSE,335000.0,,,0,0,4.0,0,,1,,0,BUY_REGULAR,AS_NEW,0,20362342,524.0,617.0
8560,APARTMENT,APARTMENT,215000.0,2.0,,0,0,,0,,1,,0,BUY_REGULAR,AS_NEW,0,20362338,1010.0,
8930,HOUSE,HOUSE,228000.0,4.0,151.0,0,0,2.0,0,,1,,0,BUY_REGULAR,,0,20362333,553.0,400.0
8550,HOUSE,HOUSE,344000.0,3.0,214.0,0,0,2.0,0,,0,,0,BUY_REGULAR,AS_NEW,0,20362347,1.0,165.0
8500,HOUSE,HOUSE,165000.0,4.0,158.0,0,0,2.0,0,,1,,0,BUY_REGULAR,GOOD,0,20362334,438.0,105.0
8550,APARTMENT,APARTMENT,109000.0,2.0,129.0,0,0,2.0,0,,0,,0,BUY_REGULAR,AS_NEW,0,20362332,1160.0,
3680,APARTMENT,APARTMENT,178000.0,2.0,89.0,0,0,,1,170.0,0,,0,BUY_REGULAR,GOOD,0,20362328,803.0,
9180,HOUSE,HOUSE,495000.0,6.0,318.0,0,0,3.0,0,,1,,0,BUY_REGULAR,AS_NEW,0,20362327,899.0,580.0
1820,HOUSE,HOUSE,319000.0,3.0,213.0,1,0,2.0,0,,0,,0,BUY_REGULAR,,0,20362325,,136.0
8300,APARTMENT,DUPLEX,2199000.0,3.0,127.0,1,0,2.0,0,,1,32.0,0,BUY_REGULAR,GOOD,0,10958114,1861.0,
2640,APARTMENT,APARTMENT,199000.0,1.0,76.0,1,0,,0,,1,,0,BUY_REGULAR,GOOD,0,20271204,966.0,
3770,HOUSE,HOUSE,249000.0,3.0,153.0,1,0,3.0,1,288.0,1,,0,BUY_REGULAR,TO_BE_DONE_UP,0,20362324,,473.0
8610,HOUSE,HOUSE,371608.0,3.0,,0,0,,0,,0,,0,BUY_REGULAR,AS_NEW,0,20362322,,
2018,APARTMENT,FLAT_STUDIO,149000.0,,36.0,1,0,2.0,0,,0,,1,BUY_REGULAR,,0,20362323,575.0,
8430,APARTMENT,APARTMENT,260000.0,2.0,80.0,0,0,,0,,1,,0,BUY_REGULAR,,0,20360891,763.0,
1050,HOUSE,HOUSE,3600000.0,6.0,750.0,1,0,2.0,1,80.0,1,20.0,0,BUY_REGULAR,AS_NEW,0,20362318,,340.0
2850,APARTMENT,GROUND_FLOOR,229000.0,2.0,135.0,1,0,3.0,0,,1,5.0,0,BUY_REGULAR,,0,20362321,825.0,
4020,HOUSE,MANSION,254000.0,5.0,220.0,1,0,2.0,1,116.0,1,25.0,0,BUY_REGULAR,GOOD,0,20362319,823.0,227.0
7973,HOUSE,HOUSE,100000.0,3.0,218.0,0,0,2.0,0,,1,,0,BUY_REGULAR,TO_RENOVATE,0,20337716,,237.0
1367,HOUSE,HOUSE,420000.0,4.0,210.0,1,0,2.0,0,,1,50.0,0,BUY_REGULAR,JUST_RENOVATED,0,20337312,1290.0,346.0
6120,HOUSE,EXCEPTIONAL_PROPERTY,685000.0,6.0,,1,0,4.0,1,4500.0,1,30.0,0,BUY_REGULAR,AS_NEW,1,20338282,2141.0,
1310,HOUSE,HOUSE,599000.0,4.0,170.0,1,0,3.0,1,550.0,1,40.0,0,BUY_REGULAR,GOOD,0,20317945,,684.0
1400,HOUSE,HOUSE,450000.0,3.0,140.0,1,0,3.0,0,,1,245.0,0,BUY_REGULAR,AS_NEW,0,20321220,,355.0
6600,HOUSE,HOUSE,360000.0,6.0,479.0,0,0,3.0,0,,1,,0,BUY_REGULAR,,0,20304281,1891.0,613.0
1460,HOUSE,EXCEPTIONAL_PROPERTY,1595000.0,8.0,560.0,1,0,4.0,1,1500.0,1,105.0,0,BUY_REGULAR,AS_NEW,1,20291731,,34954.0
6870,HOUSE,HOUSE,284995.0,3.0,160.0,1,0,4.0,1,1.0,1,1.0,0,BUY_REGULAR,,0,20254516,,1074.0
5600,HOUSE,TOWN_HOUSE,300500.0,3.0,160.0,0,0,4.0,1,1.0,0,,0,BUY_REGULAR,AS_NEW,0,11425771,,885.0
5530,HOUSE,HOUSE,342393.0,3.0,140.0,1,0,4.0,1,1.0,1,1.0,0,BUY_REGULAR,AS_NEW,0,11443418,,1848.0
5020,HOUSE,HOUSE,399000.0,4.0,175.0,0,0,3.0,1,647.0,1,50.0,0,BUY_REGULAR,AS_NEW,0,11276082,,715.0
5020,HOUSE,HOUSE,415000.0,4.0,175.0,0,0,3.0,1,600.0,1,50.0,0,BUY_REGULAR,AS_NEW,0,11295127,,672.0
6706,HOUSE,HOUSE,429000.0,3.0,,1,0,3.0,1,1.0,1,1.0,0,BUY_REGULAR,AS_NEW,0,20194245,,466.0
6706,HOUSE,HOUSE,439000.0,3.0,,1,0,2.0,1,1.0,1,1.0,0,BUY_REGULAR,AS_NEW,0,20194309,,249.0
1310,APARTMENT,GROUND_FLOOR,270000.0,1.0,72.0,1,0,3.0,1,193.0,1,17.0,0,BUY_REGULAR,GOOD,0,20312621,2137.0,
1400,HOUSE,HOUSE,445000.0,3.0,142.0,0,0,4.0,0,,0,,0,BUY_REGULAR,,0,20121166,1.0,378.0
6706,HOUSE,HOUSE,439000.0,3.0,,1,0,3.0,1,1.0,1,1.0,0,BUY_REGULAR,AS_NEW,0,20164773,,1669.0
5020,HOUSE,HOUSE,470000.0,4.0,183.0,0,0,4.0,1,937.0,1,50.0,0,BUY_REGULAR,AS_NEW,0,11295128,,1007.0
